"Country","HDI","HDICategory","Age","Gender","HaveKids","Ed.Level","WorkStatus","Income","Occupation","YearsAtJob","MonthsAtJob","Community","MaritalStat","Sons","Daughters","BdWstTime","BdDelayAct","BdMustAct","BdDelayMake","BdPutOff","GdPayBills","GdPunctual","GdPrepared","BdRunLate","BdCmpltTm","GdWantGrow","BdFamView","GdTmToSpare","BdDeadline","BdTmMngmt","GdDocApt","GdMorePunct","GdMaint","BdXpctLate","BdCostMoney","BdLateStart","BdMissTckts","GdPartyPln","GdEasyWake","BdSlowMail","GdRtnCalls","BdWrkr","GdDecisive","BdWrkDelay","BdAirport","GdSocial","BdDeadline.1","GdSMLBill","GdRSVP","GdTask","BdBdayGFT","BdEsntlItem","GdCmplteDay","BdDoTmrow","GdEvngTasks","GdIdealLIfe","GdExclLife","GdSatisLife","GdImprtThs","GdChangeNil","SelfView","ExtView","DPMean","AIPMean","GPMean","SWLSMean"
"United States","0.920","Very high human development",45,"Female","No Kids","deg","full-time",87500,"",9,0,"Village","Single",0,0,2,2,5,2,2,1,1,3,1,1,1,1,1,1,2,4,4,4,1,1,2,1,2,1,1,3,2,3,2,1,2,2,1,5,2,5,4,2,2,3,2,2,2,2,1,"no","no",2.6,1.8,2.25,1.8
"United States","0.920","Very high human development",80,"Female","Yes Kids","ltuni","retired",45000,"",0,0,"Village","Widowed",1,1,4,3,3,1,1,1,1,5,4,1,4,2,3,1,5,1,3,2,1,1,4,1,1,2,1,2,3,1,4,1,3,3,3,2,2,4,1,3,3,3,3,4,4,4,2,"no","no",2.4,2.33333333333333,2.25,3.4
"United States","0.920","Very high human development",45,"Female","No Kids","ma","full-time",55000,"",14,0,"Small Town","Single",0,0,3,3,2,3,3,5,3,3,4,4,4,4,4,4,4,3,3,2,3,4,4,5,2,3,5,1,4,4,4,3,4,4,5,4,4,5,5,3,4,4,2,3,2,1,2,"yes","yes",2.8,3.6,3.85,2
"United States","0.920","Very high human development",28,"Female","No Kids","ma","student",15000,"",1,9,"Small Town","Divorced",0,0,2,2,2,3,3,1,4,5,3,4,4,4,5,4,4,2,5,3,5,3,3,1,4,5,4,1,3,4,4,2,4,5,1,3,4,5,2,5,3,5,3,3,4,3,1,"yes","yes",2.4,3.73333333333333,3.35,2.8
"United States","0.920","Very high human development",45,"Female","Yes Kids","deg","full-time",67500,"",12,0,"Small Town","Married",1,1,3,2,3,3,2,1,1,1,3,3,2,3,3,2,3,1,3,2,3,2,3,2,2,2,3,2,3,2,3,2,2,3,1,2,3,3,3,2,2,2,4,3,4,4,3,"yes","no",2.6,2.2,2.3,3.6
"United States","0.920","Very high human development",55,"Female","Yes Kids","ma","full-time",150000,"",13,0,"Large Town","Married",0,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,4,1,4,3,2,3,2,2,1,2,4,5,5,5,5,"no","no",1.4,1.33333333333333,1.8,4.8
"United States","0.920","Very high human development",37.5,"Female","No Kids","ma","full-time",35000,"",4,6,"Village","Single",0,0,1,2,2,2,2,1,4,3,4,2,3,3,4,3,4,4,5,4,4,4,3,1,3,4,2,3,2,1,2,4,4,2,2,4,4,1,1,3,2,4,3,4,4,3,1,"yes","no",1.8,3.46666666666667,2.65,3
"United States","0.920","Very high human development",55,"Male","Yes Kids","phd","part-time",150000,"",12,0,"Village","Married",0,0,2,1,1,1,5,1,1,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,5,1,1,1,1,1,1,3,1,2,4,4,5,5,3,"no","no",2,1.33333333333333,1.45,4.2
"United States","0.920","Very high human development",25,"Male","No Kids","deg","full-time",250000,"Finance",1,4,"Large-City","Single",0,0,3,1,1,1,1,1,3,5,5,4,1,5,4,3,5,2,4,3,4,5,4,1,2,3,1,1,3,1,5,4,3,4,1,2,2,3,2,3,5,4,4,5,4,4,3,"yes","yes",1.4,3.6,2.65,4
"United States","0.920","Very high human development",32.5,"Female","No Kids","ma","full-time",45000,"Director",1,0,"Large-City","Single",0,0,2,2,2,1,1,1,3,3,4,3,1,1,3,2,2,3,3,4,2,3,3,2,1,2,2,2,3,2,3,2,3,3,4,2,3,4,3,2,2,2,4,4,4,4,3,"no","no",1.6,2.53333333333333,2.45,3.8
"United States","0.920","Very high human development",55,"Female","No Kids","deg","unemployed",35000,NA,0,0,"Large-City","Divorced",0,0,4,4,4,3,3,2,3,5,5,3,2,3,4,3,3,3,4,3,4,4,4,2,4,4,2,2,4,3,4,3,2,4,4,4,4,5,4,4,4,4,3,2,3,2,2,"yes","yes",3.6,3.4,3.5,2.4
"United States","0.920","Very high human development",25,"Male","No Kids","ma","student",25000,NA,3,0,"Large-City","Single",0,0,2,4,1,2,2,4,4,5,5,5,4,5,4,4,5,2,4,2,4,5,4,5,4,5,5,4,4,3,4,4,4,5,4,4,5,4,4,4,4,3,2,2,2,2,2,"yes","yes",2.2,4.13333333333333,4.1,2
"United States","0.920","Very high human development",24,"Female","No Kids","dip","full-time",35000,"Social Worker",2,6,"Medium-Sized","Single",0,0,2,4,4,3,2,2,2,1,3,2,1,2,3,2,2,3,3,3,3,3,3,3,2,5,2,2,3,4,3,2,3,3,3,4,3,3,3,3,3,3,4,4,4,4,3,"yes","no",3,2.33333333333333,2.95,3.8
"United States","0.920","Very high human development",45,"Female","No Kids","deg","unemployed",NA,NA,0,0,"Small City","Single",0,0,2,2,2,2,2,1,1,2,3,2,1,2,3,3,4,4,3,4,3,4,4,3,2,2,2,1,4,2,3,1,3,4,2,2,3,3,3,3,3,2,4,4,4,4,4,"no","4",2,2.66666666666667,2.55,4
"United States","0.920","Very high human development",37.5,"Female","No Kids","ma","full-time",55000,"Research",1,6,"Medium-Sized","Single",0,0,3,2,2,2,2,2,2,3,4,2,3,2,4,2,3,3,4,4,3,4,4,3,3,4,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,4,3,3,4,4,3,"yes","no",2.2,3,2.95,3.4
"United States","0.920","Very high human development",55,"Female","Yes Kids","ma","full-time",55000,"Teacher",30,0,"Large Town","Divorced",1,0,3,1,2,1,2,1,1,2,3,2,2,1,4,2,2,3,3,2,2,2,2,1,2,2,2,2,2,3,3,1,2,2,2,3,4,4,3,2,3,2,3,4,4,4,3,"yes","no",1.8,2.13333333333333,2.35,3.6
"United States","0.920","Very high human development",67.5,"Male","Yes Kids","ma","retired",250000,"retired",5,0,"Large Town","Married",0,0,1,3,1,1,1,1,1,5,1,1,1,1,2,1,3,1,1,1,1,1,2,1,1,2,1,3,1,3,2,1,1,3,1,2,2,2,1,3,2,2,5,5,5,5,5,"yes","no",1.4,1.46666666666667,1.7,5
"United States","0.920","Very high human development",22,"Female","No Kids","dip","student",10000,NA,0,9,"Large-City","Single",0,0,2,2,4,3,3,1,1,5,2,2,3,4,4,1,3,5,2,3,2,1,4,4,4,5,4,4,4,3,4,1,3,3,2,2,4,4,4,4,4,4,4,4,4,2,2,"yes","yes",2.8,2.6,3.45,3.2
"United States","0.920","Very high human development",55,"Male","Yes Kids","deg","full-time",45000,"Teacher",13,0,"Small City","Married",1,1,2,3,2,2,2,2,1,3,2,2,1,1,2,2,3,3,2,2,2,3,3,2,2,2,4,2,2,2,2,2,3,3,2,4,3,3,3,2,3,2,3,3,3,3,3,"no","no",2.2,2.06666666666667,2.5,3
"United States","0.920","Very high human development",55,"Male","No Kids","ma","retired",67500,NA,2,0,"Medium-Sized","Separated",0,0,2,2,2,2,1,2,2,3,3,3,2,2,3,2,2,2,3,2,2,2,3,1,2,3,2,2,2,2,3,3,4,2,4,2,3,3,2,3,2,2,4,4,4,4,4,"yes","no",1.8,2.33333333333333,2.5,4
"United States","0.920","Very high human development",19,"Female","No Kids","ltuni","student",10000,NA,2,0,"Large-City","Single",0,0,4,4,3,4,4,1,3,5,3,2,1,4,4,1,2,2,3,4,2,2,4,1,2,3,3,2,4,3,5,4,3,4,2,2,4,4,3,4,5,5,3,3,4,3,3,"yes","no",3.8,2.6,3.2,3.2
"United States","0.920","Very high human development",45,"Female","Yes Kids","dip","full-time",67500,"Director",10,0,"Small City","Married",0,3,3,3,4,2,2,2,4,3,4,2,4,5,3,1,3,4,5,3,1,3,3,1,2,4,4,3,3,4,3,5,5,5,3,4,4,5,5,3,3,3,4,3,4,4,3,"yes","yes",2.8,3.13333333333333,3.4,3.6
"United States","0.920","Very high human development",32.5,"Female","No Kids","phd","full-time",150000,"Attorney",1,0,"Large-City","Single",0,0,4,2,3,1,1,1,2,3,2,1,2,2,3,2,2,3,4,2,2,2,3,3,2,4,2,2,4,4,4,2,3,5,2,3,4,3,3,3,2,3,3,3,4,4,3,"yes","yes",2.2,2.2,2.9,3.4
"United States","0.920","Very high human development",28,"Female","No Kids","ma","student",15000,NA,3,0,"Small City","Single",0,0,3,3,3,2,2,3,3,4,4,3,3,4,3,3,3,2,4,3,4,3,3,2,2,3,4,4,3,3,3,2,4,3,3,4,3,3,2,3,3,3,5,5,5,5,4,"yes","yes",2.6,3.26666666666667,3,4.8
"United States","0.920","Very high human development",24,"Female","No Kids","deg","full-time",45000,"Teacher",2,0,"Small City","Single",0,0,2,3,4,2,2,1,2,1,4,1,4,3,4,2,2,3,3,2,3,3,4,3,3,4,5,3,3,3,4,2,3,3,4,3,3,3,2,4,3,4,3,4,3,4,3,"yes","yes",2.6,2.53333333333333,3.25,3.4
"United States","0.920","Very high human development",32.5,"Male","No Kids","ltuni","student",15000,NA,3,0,"Large-City","Single",0,0,4,4,5,3,3,1,1,3,2,3,1,4,5,3,5,2,1,3,2,2,4,1,5,4,4,3,4,4,5,1,2,4,2,3,5,5,4,5,3,5,2,3,2,2,1,"yes","yes",3.8,2.53333333333333,3.6,2
"United States","0.920","Very high human development",25,"Female","No Kids","ma","full-time",35000,"Law clerk",0,8,"Medium-Sized","Single",0,0,1,1,1,1,1,3,2,1,2,2,4,1,1,1,1,4,3,4,1,3,2,1,1,1,1,1,3,4,5,2,1,4,5,4,3,5,5,4,5,2,4,5,5,5,5,"yes","no",1,2.2,2.8,4.8
"United States","0.920","Very high human development",25,"Female","No Kids","deg","full-time",35000,"Editor",1,4,"Large-City","Married",0,0,3,3,3,2,2,1,1,2,3,2,4,3,3,1,2,2,3,4,3,1,2,1,2,4,2,3,2,2,4,1,2,3,2,1,2,2,1,2,2,1,4,5,5,5,5,"yes","no",2.6,2.33333333333333,1.95,4.8
"United States","0.920","Very high human development",45,"Male","No Kids","ltuni","full-time",25000,"President",1,6,"Large-City","Married",0,0,4,3,3,4,4,2,1,5,2,3,5,4,3,3,4,2,2,3,2,3,3,2,4,5,3,4,4,3,4,1,5,2,2,3,4,3,3,4,4,5,2,1,3,3,2,"yes","yes",3.6,2.93333333333333,3.45,2.2
"United States","0.920","Very high human development",55,"Male","Yes Kids","ma","full-time",45000,"Pastor ; Life coach  clergy",17,0,"Village","Married",0,0,4,4,4,4,3,3,3,5,3,5,5,5,5,5,5,3,4,4,4,4,4,4,5,4,3,3,4,4,4,2,4,4,4,4,4,4,4,4,4,3,2,3,3,2,2,"yes","yes",3.8,4.2,3.85,2.4
"United States","0.920","Very high human development",28,"Male","Yes Kids","high","unemployed",35000,"Marketing",4,0,"Large-City","Married",0,1,4,5,4,4,4,4,2,4,4,5,5,5,5,5,5,4,2,3,2,5,5,5,5,4,4,3,5,4,5,5,3,5,4,4,4,4,4,5,5,5,3,1,1,4,1,"yes","yes",4.2,4,4.4,2
"United States","0.920","Very high human development",37.5,"Male","Yes Kids","ma","full-time",150000,"Director",4,0,"Medium-Sized","Married",0,1,3,2,3,2,2,2,1,4,2,3,2,2,3,3,3,2,2,2,2,2,2,1,2,2,3,2,2,3,2,2,3,2,3,2,2,3,2,3,2,2,3,3,4,4,4,"no","no",2.4,2.33333333333333,2.3,3.6
"United States","0.920","Very high human development",21,"Female","No Kids","ltuni","student",NA,NA,0,0,"Medium-Sized","Single",0,0,5,4,4,3,3,1,2,5,3,3,4,5,5,3,3,2,3,3,3,1,4,1,3,3,2,3,3,4,5,2,3,4,1,3,5,3,2,5,4,5,2,3,3,4,2,"yes","yes",3.8,3.06666666666667,3.2,2.8
"United States","0.920","Very high human development",32.5,"Female","No Kids","deg","full-time",25000,"Secretary",5,0,"Medium-Sized","Married",0,0,3,3,3,3,3,1,1,1,4,3,2,3,2,2,5,4,4,3,3,4,4,3,2,4,3,4,4,4,4,2,4,4,2,2,5,3,1,4,4,3,3,3,3,4,2,"yes","yes",3,2.8,3.2,3
"United States","0.920","Very high human development",32.5,"Female","No Kids","ma","full-time",67500,"Director",2,0,"Large-City","",0,0,3,3,3,2,3,2,2,3,4,2,3,3,2,2,4,2,3,2,2,4,4,2,2,3,4,2,4,2,3,4,3,4,2,2,3,5,4,3,3,4,4,4,4,4,4,"yes","no",2.8,2.66666666666667,3.05,4
"United States","0.920","Very high human development",55,"Female","No Kids","ma","part-time",67500,"Tax Work",1,0,"Large-City","Single",0,0,4,4,3,2,2,1,1,4,2,2,3,3,4,2,4,2,1,2,1,2,4,3,4,2,4,4,4,4,4,1,4,3,2,4,4,4,4,3,4,4,4,5,4,5,4,"yes","yes",3,2.26666666666667,3.45,4.4
"United States","0.920","Very high human development",21,"Male","No Kids","ltuni","student",10000,NA,3,0,"Medium-Sized","Single",0,0,4,4,2,1,1,2,1,1,4,2,2,4,3,2,4,2,1,3,2,1,3,1,2,4,2,3,4,3,4,2,2,3,3,2,4,3,3,4,3,4,3,4,4,4,3,"yes","yes",2.4,2.26666666666667,2.9,3.6
"United States","0.920","Very high human development",32.5,"Male","No Kids","deg","full-time",45000,"Engineer",8,0,"Large Town","Single",0,0,4,4,4,3,3,1,3,5,4,3,2,4,3,3,4,5,4,2,3,3,4,2,2,4,3,4,3,3,4,3,3,4,2,3,3,5,3,4,4,3,2,3,2,2,2,"yes","yes",3.6,3.26666666666667,3.25,2.2
"United States","0.920","Very high human development",22,"Female","No Kids","deg","full-time",45000,"Teacher",0,10,"Large-City","Single",0,0,3,4,4,2,2,2,2,2,4,4,5,4,4,3,4,4,5,4,3,3,4,2,2,5,4,5,4,5,4,3,2,4,2,3,4,4,3,5,4,5,1,1,2,3,2,"yes","yes",3,3.53333333333333,3.65,1.8
"United States","0.920","Very high human development",19,"Female","No Kids","ltuni","student",NA,NA,0,0,"Medium-Sized","Single",0,0,3,2,2,1,2,4,2,2,2,1,1,1,2,4,1,2,2,2,1,1,2,1,2,5,3,2,2,2,3,2,4,3,2,2,2,2,3,1,3,2,4,4,4,4,4,"no","no",2,1.86666666666667,2.45,4
"United States","0.920","Very high human development",45,"Female","No Kids","deg","full-time",87500,"Graphic Designer",28,0,"Large-City","Single",0,0,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,2,1,2,1,1,1,1,1,5,2,2,1,1,1,2,3,3,1,2,1,2,1,1,1,1,5,5,5,5,5,"no","no",1,1.4,1.55,5
"United States","0.920","Very high human development",21,"Female","No Kids","ltuni","student",10000,NA,3,0,"Medium-Sized","Married",0,0,3,3,4,4,4,3,3,4,4,3,2,5,3,3,3,4,3,4,3,3,3,3,3,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,"yes","yes",3.6,3.33333333333333,3.65,3.8
"United States","0.920","Very high human development",45,"Female","No Kids","ma","full-time",67500,"Writer",17,0,"Medium-Sized","Single",0,0,3,3,2,2,2,2,2,4,3,2,2,3,2,1,1,3,3,3,2,3,3,1,1,2,3,3,2,3,3,2,4,3,3,2,2,3,2,3,3,2,4,4,4,3,3,"no","no",2.4,2.4,2.4,3.6
"United States","0.920","Very high human development",28,"Male","No Kids","phd","full-time",250000,"Attorney",2,0,"Large-City","Single",0,0,2,3,2,2,2,1,1,2,3,2,3,3,3,2,2,2,1,3,1,2,3,1,2,4,4,2,3,2,3,2,2,3,3,3,3,4,4,2,4,3,4,5,5,5,4,"yes","no",2.2,2.06666666666667,2.8,4.6
"United States","0.920","Very high human development",45,"Male","No Kids","ma","full-time",10000,"Artist",9,2,"Small City","Single",0,0,1,2,3,1,1,1,1,3,1,1,1,1,1,4,1,3,1,3,1,2,4,1,1,2,1,1,3,4,4,1,5,3,2,2,3,4,3,4,4,4,2,2,1,3,2,"yes","no",1.6,1.66666666666667,2.85,2
"United States","0.920","Very high human development",32.5,"Female","No Kids","phd","full-time",55000,"college professor",3,9,"Large-City","Single",0,0,5,5,4,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,5,2,1,5,5,2,5,2,5,1,1,5,3,2,2,5,4,5,4,4,5,5,5,5,5,"yes","no",3.2,1.33333333333333,3.2,5
"United States","0.920","Very high human development",45,"Male","No Kids","ltuni","unemployed",10000,NA,0,0,"Medium-Sized","Divorced",0,0,2,3,3,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,3,4,4,2,3,4,4,4,4,4,4,2,4,1,1,1,1,1,"yes","yes",2.8,3.8,3.65,1
"United States","0.920","Very high human development",55,"Male","Yes Kids","deg","full-time",150000,"Director",0,6,"Large-City","Married",0,2,4,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,4,4,4,4,4,4,4,3,3,3,4,3,4,3,4,3,2,2,2,2,"yes","yes",3.6,3.86666666666667,3.55,2.2
"United States","0.920","Very high human development",32.5,"Female","No Kids","phd","full-time",67500,"college professor",5,0,"Large-City","Single",0,0,3,2,3,1,1,1,1,3,2,2,2,3,3,3,2,4,2,3,1,3,3,1,1,5,2,3,4,3,4,1,1,4,1,3,3,3,3,4,5,4,2,3,3,4,2,"yes","no",2,2.33333333333333,2.85,2.8
"United States","0.920","Very high human development",32.5,"Female","No Kids","phd","full-time",45000,NA,0,0,"Small City","Single",0,0,4,4,5,3,3,1,1,4,4,3,5,5,2,2,3,5,4,1,4,3,4,1,2,4,3,3,3,4,5,4,4,4,3,4,5,4,2,3,4,2,5,5,5,5,4,"yes","yes",3.8,3.13333333333333,3.3,4.8
"United States","0.920","Very high human development",45,"Female","No Kids","ma","full-time",87500,"senior consultant",5,0,"Large-City","Married",0,0,3,2,4,2,2,1,2,4,3,2,1,3,2,1,4,3,4,2,4,2,3,3,2,5,2,2,3,3,2,2,4,2,2,3,3,4,3,2,3,2,4,4,4,4,4,"no","no",2.6,2.53333333333333,2.7,4
"United States","0.920","Very high human development",21,"Female","No Kids","deg","student",10000,NA,4,0,"Large Town","Single",0,0,3,4,5,2,2,1,1,4,3,1,2,3,3,1,3,2,2,4,1,1,4,1,3,3,4,3,3,4,3,2,2,3,2,3,2,5,3,2,4,4,3,3,4,4,3,"yes","no",3.2,2.13333333333333,2.9,3.4
"United States","0.920","Very high human development",21,"Female","No Kids","ltuni","student",10000,"Physical Science Technician",0,11,"Medium-Sized","Single",0,0,3,3,3,1,1,1,1,4,2,1,2,3,3,1,3,2,3,3,3,2,3,1,2,5,1,1,3,3,4,2,2,2,1,3,4,2,3,2,3,4,3,4,5,5,5,"yes","no",2.2,2.26666666666667,2.5,4.4
"United States","0.920","Very high human development",21,"Female","No Kids","deg","full-time",35000,"letter carrier",0,6,"Large-City","Single",0,0,4,3,3,3,3,1,4,5,5,3,4,4,4,3,4,2,4,2,5,3,4,2,4,5,4,4,4,4,3,3,4,4,3,4,5,2,4,4,4,4,2,2,3,2,4,"yes","yes",3.2,3.53333333333333,3.7,2.6
"United States","0.920","Very high human development",28,"Female","No Kids","ltuni","student",15000,NA,2,0,"Large-City","Single",0,0,3,2,2,3,3,2,1,2,2,3,1,2,3,2,4,4,2,4,1,4,4,1,4,5,4,3,3,3,4,1,4,3,3,3,3,5,2,4,3,3,2,2,4,3,3,"yes","no",2.6,2.46666666666667,3.2,2.8
"United States","0.920","Very high human development",22,"Male","No Kids","deg","student",10000,NA,4,0,"Large-City","Single",0,0,3,3,3,3,3,1,2,4,2,2,3,4,3,2,4,2,3,4,1,2,3,2,3,4,1,3,3,4,4,2,2,4,1,3,4,3,2,3,4,4,3,4,3,4,3,"yes","yes",3,2.6,2.85,3.4
"United States","0.920","Very high human development",28,"Male","No Kids","deg","full-time",55000,NA,0,3,"Large-City","Single",0,0,2,3,2,2,2,1,3,5,4,2,1,3,1,1,3,5,4,5,2,3,4,2,2,3,2,2,2,3,3,5,2,2,1,1,1,5,5,2,4,3,3,3,3,2,5,"yes","no",2.2,2.86666666666667,2.65,3.2
"United States","0.920","Very high human development",55,"Female","Yes Kids","high","full-time",55000,"letter carrier",23,0,"Large Town","Divorced",0,0,4,3,3,3,3,5,3,4,3,4,2,4,4,3,4,5,4,4,4,5,5,3,5,5,5,3,5,4,4,3,3,3,5,5,4,5,5,5,5,5,3,3,4,4,4,"yes","yes",3.2,3.86666666666667,4.35,3.6
"United States","0.920","Very high human development",32.5,"Male","No Kids","ma","part-time",15000,"teacher's assistant/afterschool leader",0,7,"Large-City","Married",0,0,4,5,5,4,4,1,3,5,5,3,2,3,5,4,4,3,4,2,5,4,4,5,4,5,5,4,4,2,4,4,4,4,1,4,4,5,3,4,4,4,2,2,2,2,2,"yes","yes",4.4,3.53333333333333,3.9,2
"United States","0.920","Very high human development",37.5,"Male","No Kids","ma","student",15000,"Student",2,7,"Large-City","Married",0,0,5,5,5,3,3,1,2,5,4,4,1,5,4,3,4,1,3,2,4,2,5,1,3,5,1,2,4,4,5,4,5,4,3,4,4,5,3,5,3,5,3,3,3,3,3,"yes","yes",4.2,3,3.7,3
"United States","0.920","Very high human development",55,"Male","No Kids","ma","full-time",87500,"Film",23,0,"Large-City","Divorced",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,"no","no",1,1.06666666666667,1,5
"United States","0.920","Very high human development",28,"Male","No Kids","ltuni","student",15000,"Insurance",10,0,"Small City","Single",0,0,4,3,3,4,3,5,1,1,2,4,4,2,3,4,4,1,1,2,1,4,4,3,1,5,1,4,4,3,4,3,3,3,3,2,3,1,3,2,3,3,2,5,3,4,4,"yes","",3.4,2.6,2.95,3.6
"United States","0.920","Very high human development",21,"Female","No Kids","deg","student",10000,NA,3,9,"Large Town","Single",0,0,4,4,5,4,4,2,4,5,4,4,3,4,5,4,4,3,4,5,3,3,4,5,3,4,4,4,4,4,4,2,4,4,3,4,4,5,4,4,5,4,1,1,1,1,1,"yes","yes",4.2,3.8,3.95,1
"United States","0.920","Very high human development",28,"Female","No Kids","deg","student",15000,NA,1,8,"Small City","Single",0,0,4,4,3,3,3,3,1,5,3,3,4,4,4,3,5,4,1,5,2,5,5,3,4,3,1,5,4,3,5,3,3,3,5,5,5,5,4,4,5,5,4,4,4,5,3,"yes","yes",3.4,3.46666666666667,4,4
"United States","0.920","Very high human development",20,"Female","No Kids","ltuni","student",10000,NA,0,0,"Large-City","Single",0,0,2,2,3,2,2,1,1,2,2,1,1,2,1,1,3,3,3,4,2,1,2,2,2,1,2,2,3,3,3,3,3,2,1,3,2,4,3,3,2,2,3,4,4,4,5,"no","no",2.2,1.86666666666667,2.35,4
"United States","0.920","Very high human development",45,"Female","No Kids","ma","full-time",87500,"Software",4,5,"Large-City","Single",0,0,4,5,5,5,5,2,1,4,3,2,4,4,4,3,4,5,3,5,2,4,4,5,4,2,5,4,5,3,5,2,5,5,3,5,5,5,5,5,5,5,1,3,1,3,1,"yes","yes",4.8,3.33333333333333,4.25,1.8
"United States","0.920","Very high human development",45,"Female","Yes Kids","deg","unemployed",150000,"home maker",10,0,"Small City","Married",1,0,5,5,3,2,2,2,1,2,1,2,2,1,3,2,2,2,1,2,2,4,4,2,2,5,2,3,3,3,4,2,3,4,3,3,3,3,2,3,4,3,3,5,4,3,2,"yes","no",3.4,1.93333333333333,2.95,3.4
"United States","0.920","Very high human development",55,"Female","Yes Kids","phd","retired",NA,NA,0,0,"Small Town","Married",0,3,2,2,2,2,2,2,1,4,2,2,1,3,1,2,2,3,3,4,3,3,3,2,2,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,2,1,4,4,4,4,4,"no","no",2,2.4,2.55,4
"United States","0.920","Very high human development",45,"Female","No Kids","ltuni","unemployed",10000,"Self Employed",10,0,"Small City","Married",0,0,4,4,5,4,4,2,2,4,4,4,4,4,5,4,4,2,4,2,2,4,4,3,4,4,3,2,2,5,4,2,3,4,1,3,5,3,1,3,3,3,2,1,2,3,5,"yes","yes",4.2,3.4,3.1,2.6
"United States","0.920","Very high human development",24,"Female","No Kids","ma","student",15000,"Research",0,2,"Large-City","Single",0,0,4,4,4,4,4,2,4,5,5,5,5,5,5,5,5,4,5,3,5,5,5,3,3,4,3,4,4,4,4,4,5,5,3,3,4,4,4,4,5,5,3,3,3,3,3,"yes","yes",4,4.53333333333333,4,3
"United States","0.920","Very high human development",32.5,"Female","No Kids","ma","student",15000,NA,2,9,"Medium-Sized","Divorced",0,0,3,3,3,2,2,2,1,2,2,2,1,1,2,1,2,3,1,1,2,1,2,2,1,1,4,5,1,4,2,2,1,4,4,3,1,3,1,2,1,1,2,3,1,2,2,"no","no",2.6,1.6,2.1,2
"United States","0.920","Very high human development",45,"Male","Yes Kids","phd","full-time",250000,"Doctor",3,7,"Medium-Sized","Married",1,0,5,5,5,5,5,1,3,5,5,4,1,4,3,3,4,3,4,2,4,4,4,4,4,5,4,5,4,5,4,3,4,4,1,5,4,1,4,4,5,4,3,3,3,3,3,"yes","no",5,3.33333333333333,3.85,3
"United States","0.920","Very high human development",37.5,"Female","No Kids","ma","full-time",87500,NA,6,0,"Large-City","",0,0,3,3,3,2,2,1,4,5,5,2,1,1,4,1,2,2,4,4,4,1,4,3,4,5,3,3,4,4,3,2,4,4,2,3,4,5,4,3,3,5,3,4,4,3,4,"yes","no",2.6,2.73333333333333,3.45,3.6
"United States","0.920","Very high human development",45,"Male","No Kids","ltuni","full-time",35000,"Shipping/receiving/warehouse mgnt",7,0,"Large-City","Single",0,0,5,5,5,4,4,2,2,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,2,2,2,2,2,"yes","yes",4.6,3.53333333333333,3.75,2
"United States","0.920","Very high human development",55,"Female","Yes Kids","dip","part-time",25000,"Graphic Designer",30,0,"Large-City","Married",0,0,3,4,4,4,2,4,3,4,4,3,1,4,3,1,5,5,5,3,4,4,5,4,3,4,4,3,4,4,5,4,4,4,4,2,4,1,2,4,4,4,2,2,2,3,2,"yes","yes",3.4,3.53333333333333,3.5,2.2
"United States","0.920","Very high human development",25,"Male","Yes Kids","deg","unemployed",15000,NA,0,2,"Small City","Married",1,0,3,4,4,3,4,1,1,5,2,4,3,2,4,3,5,3,2,5,1,4,4,3,4,4,3,4,4,4,4,2,3,3,4,5,4,4,3,4,3,4,2,3,1,1,1,"yes","yes",3.6,3,3.65,1.6
"United States","0.920","Very high human development",24,"Female","No Kids","ma","student",25000,NA,1,8,"Small City","Single",0,0,3,3,1,1,1,1,1,4,4,3,4,2,4,3,4,4,3,4,2,3,3,2,3,3,4,4,3,3,5,4,4,4,3,4,5,4,3,3,3,3,3,3,4,4,4,"yes","no",1.8,3.06666666666667,3.45,3.6
"United States","0.920","Very high human development",45,"Male","Yes Kids","phd","full-time",150000,NA,6,0,"Large-City","Married",0,0,3,3,4,3,2,1,2,5,3,3,2,1,3,3,2,4,3,4,3,2,3,2,2,4,3,4,3,4,3,3,4,4,1,1,3,2,2,3,2,2,3,3,3,3,1,"no","no",3,2.73333333333333,2.7,2.6
